verified_monthly_income,income_volatility,income_stability,foir,ltv,emi_to_income,existing_monthly_obligations,bank_balance_trend,income_sources,income_mismatch_percentage,document_confidence,identity_mismatch_flag,repayment_history_score,employment_stability,loan_amount,vehicle_price,tenure_months,risk_label
83927.461498,0.344976,0.655024,0.401326,0.819966,0.149845,16807.574966,-0.17416,2.170895,0.313015,0.773204,0.0,0.63584,0.594077,68470.11835,270545.909017,36.0,0.51796
21763.474597,0.162037,0.837963,0.562455,0.506596,0.361977,793.855298,0.194359,2.268145,0.029857,0.85364,0.0,0.836124,0.985115,268104.661725,147157.861285,60.0,0.323888
27816.373582,0.167597,0.832403,0.660737,0.505381,0.16772,8558.061119,-0.264083,1.616124,0.255557,0.980483,0.0,0.573268,0.508418,365504.250562,483382.229397,24.0,0.518807
33983.323134,0.229321,0.770679,0.453276,0.403738,0.411292,3233.558788,0.112204,1.951424,0.143553,0.539702,0.0,0.760061,0.546828,246096.147258,340301.736325,36.0,0.360591
26119.212613,0.326638,0.673362,0.654989,0.833548,0.396545,3118.023284,0.344269,1.098063,0.145935,0.589124,1.0,0.803254,0.766654,295114.630147,329886.974248,36.0,0.821927
87471.994789,0.374667,0.625333,0.123296,0.899533,0.226531,31403.487964,0.274185,2.516884,0.295158,0.532463,0.0,0.68249,0.473214,352198.699961,218267.581324,60.0,0.436463
67187.212301,0.306027,0.693973,0.574324,0.808836,0.445772,12998.387014,0.182058,2.867783,0.345197,0.643594,0.0,0.765307,0.589893,238633.016613,497910.220934,48.0,0.590209
61071.748564,0.248198,0.751802,0.423532,0.925187,0.411609,5685.086981,-0.096658,1.387111,0.041372,0.732443,0.0,0.87804,0.842481,130492.48436,338429.357555,60.0,0.420494
40034.41927,0.280208,0.719792,0.107343,0.530772,0.212937,12654.007226,-0.084559,2.013379,0.113373,0.503066,0.0,0.811501,0.604817,306294.858556,338717.204059,24.0,0.325267
29551.168492,0.416913,0.583087,0.41142,0.708425,0.131734,1604.674501,-0.19123,1.921236,0.302829,0.947964,0.0,0.677482,0.8885,375448.5921,103529.359778,48.0,0.42754
65864.821849,0.277589,0.722411,0.475308,0.615618,0.422342,20965.636932,-0.253651,1.29861,0.294259,0.669576,1.0,0.625144,0.720564,116429.625855,334389.417347,36.0,0.79277
59639.390027,0.432297,0.567703,0.558423,0.604425,0.130437,9873.171431,0.047938,1.475284,0.158167,0.975363,0.0,0.529684,0.581391,98158.632571,409676.47296,36.0,0.540472
48283.056974,0.012467,0.987533,0.425035,0.523638,0.4248,14145.797503,0.06654,2.551066,0.050153,0.935899,0.0,0.893283,0.962814,290083.878171,135741.205709,24.0,0.327395
68525.80428,0.261172,0.738828,0.706019,0.846584,0.316115,2386.778202,0.026813,1.09228,0.182202,0.829492,1.0,0.587488,0.746536,166128.585467,454696.94546,48.0,0.865536
30041.663419,0.143284,0.856716,0.602312,0.836231,0.209976,1892.576906,-0.219878,2.916596,0.195869,0.551188,0.0,0.725517,0.729619,152157.714278,476176.683872,48.0,0.489119
27845.62316,0.155689,0.844311,0.451375,0.432972,0.129568,10061.095995,-0.264681,1.767199,0.030142,0.695958,0.0,0.822807,0.934766,274020.034554,369852.456702,60.0,0.323025
38433.048836,0.408721,0.591279,0.536066,0.746765,0.441315,11618.20206,0.025987,1.263591,0.284498,0.959845,0.0,0.680966,0.673351,292722.511434,378290.678873,60.0,0.539398
86058.620265,0.071861,0.928139,0.267734,0.636242,0.180507,31575.404222,-0.06877,2.721583,0.113666,0.743753,0.0,0.439219,0.467732,222741.709179,435221.830247,48.0,0.450995
60333.017357,0.063697,0.936303,0.631409,0.917893,0.227537,15673.345344,0.254702,2.065491,0.140286,0.706721,0.0,0.772525,0.728769,391123.188615,241202.912686,48.0,0.465603
67054.489548,0.215574,0.784426,0.468687,0.622431,0.349064,4642.462762,0.168724,2.478734,0.249168,0.918374,0.0,0.468594,0.757645,170628.552055,121014.64186,60.0,0.453073
86691.258478,0.034804,0.965196,0.629143,0.901373,0.245041,17140.427355,0.162115,1.181066,0.285962,0.943631,0.0,0.941954,0.78168,60062.675755,141624.648702,36.0,0.458447
36862.744013,0.307786,0.692214,0.23368,0.970326,0.218913,11712.71903,0.175691,2.837003,0.327837,0.858896,0.0,0.949071,0.994174,258127.172461,336826.117592,60.0,0.402581
78937.888459,0.031205,0.968795,0.729135,0.400548,0.30481,30902.485528,-0.223211,1.564418,0.010915,0.715858,0.0,0.754098,0.775129,302003.041581,250533.714892,60.0,0.436526
64686.567023,0.237436,0.762564,0.349987,1.000913,0.397188,3991.608581,0.398219,2.340132,0.046997,0.535873,0.0,0.409425,0.832804,225478.454558,263428.748619,36.0,0.469568
63168.217469,0.207928,0.792072,0.612803,0.792879,0.260482,4542.991927,0.05659,2.1041,0.157516,0.677654,0.0,0.511475,0.762744,256499.090265,435657.632403,36.0,0.548416
35193.78361,0.463282,0.536718,0.12175,0.424612,0.279478,5188.670179,0.106188,2.923475,0.028022,0.865093,0.0,0.715845,0.91561,315197.951084,197356.556172,24.0,0.278985
60755.295691,0.122616,0.877384,0.531429,0.834666,0.345744,13103.634431,0.10574,2.226078,0.316255,0.767517,0.0,0.40647,0.672421,368058.727678,321065.426679,48.0,0.559767
87043.597686,0.399112,0.600888,0.122962,0.999862,0.36731,25311.293364,0.094594,1.122836,0.165606,0.58454,0.0,0.430972,0.994219,335024.565091,342213.142302,48.0,0.455831
24511.600159,0.038431,0.961569,0.263833,0.800269,0.210822,2519.358353,0.219,2.207643,0.318546,0.869484,0.0,0.795493,0.62186,119635.784096,408661.636221,36.0,0.372866
74952.900481,0.431007,0.568993,0.154861,0.494296,0.428201,4621.604794,0.047164,2.987171,0.269629,0.618974,0.0,0.664111,0.782545,131691.294137,388431.666595,48.0,0.317164
34829.662194,0.409766,0.590234,0.40161,0.709551,0.277168,13210.915593,0.345721,1.467323,0.239228,0.695035,0.0,0.557575,0.718265,207809.672088,201292.733322,60.0,0.478501
38676.646852,0.265127,0.734873,0.163287,0.745341,0.236763,13060.93784,0.12734,2.304132,0.095407,0.635163,0.0,0.88139,0.553206,258620.123513,273665.609246,36.0,0.363433
59154.321833,0.097463,0.902537,0.548681,0.516946,0.300712,15919.655096,0.282183,1.023923,0.034195,0.551954,0.0,0.667565,0.53165,156320.986492,161093.403207,24.0,0.454645
19266.14337,0.297069,0.702931,0.240936,0.7896,0.160191,7381.208918,-0.23953,2.209372,0.131585,0.881929,0.0,0.788744,0.88192,122821.329569,126554.93641,36.0,0.329852
50021.668297,0.468091,0.531909,0.699752,0.579649,0.260905,18075.659839,0.238916,1.646808,0.056688,0.536999,0.0,0.866264,0.629679,173102.610548,105224.632088,48.0,0.455516
20204.8861,0.489711,0.510289,0.355212,0.819564,0.155782,4369.36446,0.001878,2.227933,0.037187,0.720791,0.0,0.555398,0.420917,83940.191226,385568.963626,60.0,0.43966
52327.603334,0.326433,0.673567,0.124593,0.653814,0.17003,6903.703559,-0.026069,1.007408,0.247662,0.885495,1.0,0.686884,0.642348,307440.923195,421155.774667,24.0,0.642964
55509.653776,0.001654,0.998346,0.631685,0.713343,0.30719,20761.547238,-0.048757,2.363671,0.140215,0.816136,0.0,0.975294,0.4544,241772.94083,483588.71924,24.0,0.490493
72033.981066,0.144979,0.855021,0.460409,1.028883,0.338042,8611.528314,-0.026927,1.213536,0.241095,0.743252,0.0,0.931128,0.66279,124417.928514,94993.281224,24.0,0.488082
59470.907136,0.244616,0.755384,0.451359,0.600025,0.2962,19845.448664,0.014515,2.991667,0.012965,0.528027,0.0,0.872667,0.425689,100183.616966,418983.556439,60.0,0.457192
80265.002218,0.268281,0.731719,0.251441,0.446822,0.362702,15696.4541,-0.286656,2.814358,0.21643,0.621341,0.0,0.789272,0.408619,275104.894616,459958.18726,24.0,0.365417
27801.704091,0.295521,0.704479,0.169115,0.723143,0.383728,2452.91682,0.263117,1.852423,0.284032,0.991096,0.0,0.807039,0.594541,391790.111606,321906.14439,36.0,0.362124
87351.929244,0.106616,0.893384,0.212741,0.441094,0.210385,26469.384611,-0.182364,1.739855,0.057752,0.621822,0.0,0.749191,0.480023,328957.780511,345521.737465,60.0,0.33629
16172.27447,0.243484,0.756516,0.216618,0.457942,0.335079,5737.374043,-0.008644,2.614824,0.270397,0.846179,1.0,0.523696,0.783895,237849.533805,253053.15629,36.0,0.683675
60790.349147,0.018811,0.981189,0.424927,1.017694,0.326973,19029.39826,-0.056503,1.00914,0.082474,0.558754,0.0,0.718119,0.45741,183046.443562,399673.860479,36.0,0.492546
61984.818387,0.104054,0.895946,0.173241,0.496991,0.398448,22599.277297,0.04826,1.319519,0.322936,0.527014,0.0,0.618516,0.525754,145469.805104,339064.127193,60.0,0.34018
70531.266361,0.462431,0.537569,0.61057,0.71529,0.158301,25252.42708,0.204982,2.185413,0.11409,0.599376,0.0,0.806112,0.595411,324851.594846,216975.534377,24.0,0.46417
45944.659302,0.099978,0.900022,0.147794,0.78031,0.137932,8010.268684,-0.148684,2.218867,0.062321,0.686743,0.0,0.674644,0.516493,181920.663056,193271.703012,48.0,0.306574
66915.789713,0.029826,0.970174,0.653573,0.698076,0.176496,9196.263967,0.320486,2.207272,0.276341,0.819,0.0,0.766917,0.501961,389846.18625,439101.689134,24.0,0.473279
54132.658666,0.4311,0.5689,0.407768,0.700796,0.124786,9269.900938,0.310819,1.495663,0.151987,0.611203,0.0,0.956488,0.967751,370676.605069,457265.753613,60.0,0.394008
18004.400986,0.235326,0.764674,0.121853,0.745229,0.278159,5747.13093,0.274904,1.904883,0.084179,0.779243,0.0,0.407454,0.839072,382977.524505,135739.040751,48.0,0.36884
89921.374446,0.007965,0.992035,0.205172,0.698534,0.308226,20993.407757,0.383495,1.927521,0.048518,0.851567,0.0,0.510967,0.922931,273115.725203,375638.866469,24.0,0.392395
20302.394397,0.446717,0.553283,0.121264,0.676836,0.20903,7683.201539,0.079705,2.588958,0.275692,0.54048,0.0,0.928508,0.841456,78635.969572,477035.336511,48.0,0.349678
23322.490779,0.182795,0.817205,0.337621,0.513924,0.304401,625.097926,0.196536,1.409425,0.343438,0.619316,0.0,0.468135,0.687096,379310.29704,323650.141849,36.0,0.456397
72066.442757,0.160232,0.839768,0.427318,0.674904,0.137972,10746.945137,0.016687,2.0029,0.290346,0.735082,0.0,0.719143,0.895227,365813.407446,269830.920702,48.0,0.419527
85902.399175,0.404398,0.595602,0.142658,0.979737,0.271098,2754.731996,0.328562,1.576745,0.334819,0.554682,0.0,0.565566,0.818249,228751.769894,447497.118606,24.0,0.419719
87718.095416,0.270717,0.729283,0.325355,0.688509,0.332746,10228.519292,-0.255935,2.743587,0.081315,0.973724,0.0,0.786803,0.647015,176549.442731,351341.515112,48.0,0.389036
64939.150939,0.265083,0.734917,0.397705,0.768714,0.416433,7961.410148,0.252487,1.453564,0.130166,0.644073,0.0,0.907308,0.489003,156689.89148,481609.819307,36.0,0.456619
36393.493665,0.486603,0.513397,0.550359,0.833131,0.17065,3463.282366,-0.271194,1.633252,0.044266,0.630204,0.0,0.510698,0.737492,71794.290142,213116.3811,48.0,0.487419
48632.182259,0.487733,0.512267,0.178969,0.416201,0.427253,14949.886204,0.363452,2.855623,0.054619,0.985075,0.0,0.727687,0.704445,280062.943696,204133.885049,48.0,0.393279
71562.124182,0.497033,0.502967,0.619725,0.873553,0.424356,9694.790892,-0.221379,1.957962,0.014028,0.839004,0.0,0.470126,0.414877,269957.477494,172553.214932,48.0,0.588425
19127.522712,0.320656,0.679344,0.244394,1.008182,0.211716,172.519898,0.076889,1.890916,0.235045,0.543688,0.0,0.707073,0.51667,168037.656136,334132.685176,24.0,0.490333
42079.865186,0.073973,0.926027,0.340259,0.64234,0.213935,5913.988976,0.384267,2.748603,0.03066,0.863927,0.0,0.666532,0.995558,333253.071535,201226.287699,60.0,0.357278
46064.534079,0.417756,0.582244,0.193366,0.5971,0.446166,9679.099185,-0.065208,2.866306,0.206738,0.687886,0.0,0.403971,0.783284,152931.811966,153455.064546,60.0,0.46727
71643.281084,0.068464,0.931536,0.34815,0.760014,0.133937,23678.055833,0.28421,1.607829,0.195748,0.731726,0.0,0.416104,0.401468,149310.188011,481531.170376,60.0,0.443334
64943.509638,0.143845,0.856155,0.689416,0.819111,0.129386,19865.397564,0.045135,2.941251,0.209612,0.68088,0.0,0.688292,0.661641,147689.922851,368083.391189,24.0,0.50781
69971.795292,0.008773,0.991227,0.478075,0.494989,0.272145,19404.103716,-0.04983,1.105777,0.126407,0.818124,0.0,0.973094,0.429229,159165.793211,348357.540617,24.0,0.364571
72483.182826,0.091624,0.908376,0.589209,0.753413,0.407906,23972.275978,0.179477,1.602145,0.239905,0.844173,0.0,0.4575,0.748028,339927.037722,85417.018812,48.0,0.544251
51367.426857,0.170157,0.829843,0.166572,0.500461,0.192967,3871.394168,0.32794,2.226857,0.290996,0.762826,0.0,0.719257,0.730668,317144.292838,127866.029257,60.0,0.343568
23742.423813,0.065616,0.934384,0.326336,0.849183,0.165875,4197.070842,0.391307,2.046242,0.339539,0.586104,1.0,0.582811,0.846676,100322.94285,134060.080944,36.0,0.72376
66603.536807,0.153714,0.846286,0.737721,0.676123,0.371798,2976.43731,-0.286836,1.96851,0.150937,0.598175,0.0,0.419676,0.795873,261679.898353,277014.583423,48.0,0.522293
37623.435408,0.005136,0.994864,0.180466,0.791165,0.313909,3010.242449,0.16942,1.058518,0.050945,0.873099,0.0,0.566425,0.747851,179749.112983,439157.994466,36.0,0.365665
20125.277917,0.409793,0.590207,0.443745,0.865278,0.438207,1382.795471,0.227813,1.008658,0.253872,0.962116,0.0,0.952286,0.910778,221403.271292,373215.820846,36.0,0.436838
86831.080191,0.090424,0.909576,0.34675,0.539278,0.195093,3919.397923,0.389229,1.247231,0.038611,0.567956,0.0,0.857364,0.822839,249424.921762,97055.59652,48.0,0.291134
43858.583765,0.228473,0.771527,0.54658,0.946709,0.194538,7145.128554,0.389474,1.855923,0.299871,0.947377,0.0,0.881462,0.963449,184930.074222,85370.054688,60.0,0.469115
44727.73189,0.261331,0.738669,0.177492,0.656627,0.349362,17489.81084,0.219003,2.784855,0.059053,0.681855,0.0,0.519452,0.520158,346970.030344,249801.39279,36.0,0.453339
69390.037525,0.139259,0.860741,0.478247,0.577432,0.380533,17870.187844,-0.019835,1.951653,0.211108,0.702222,0.0,0.69072,0.567334,321119.848896,125375.400568,48.0,0.456462
32311.634474,0.471202,0.528798,0.579569,0.939703,0.284385,345.720116,-0.174633,2.209168,0.114435,0.651376,1.0,0.77394,0.856103,284767.405507,298378.543424,60.0,0.804375
74454.856142,0.100966,0.899034,0.418663,0.570082,0.233393,25602.711328,0.082634,2.905161,0.011059,0.715203,0.0,0.948963,0.630178,166950.127259,238061.356439,60.0,0.292406
28265.187977,0.329706,0.670294,0.675055,0.506694,0.262125,3532.692583,-0.027644,2.528022,0.199099,0.745277,0.0,0.73227,0.723635,219738.249047,316147.272727,36.0,0.474021
44353.861472,0.247346,0.752654,0.501011,0.629296,0.442668,5685.859593,-0.280297,1.090237,0.292927,0.674438,0.0,0.845234,0.41614,363056.582753,223327.740281,24.0,0.472568
89395.914203,0.205965,0.794035,0.258749,0.552504,0.222993,3037.377682,0.181594,2.73788,0.040065,0.58489,0.0,0.72305,0.422427,283641.04743,257438.676794,60.0,0.326635
67196.885722,0.293995,0.706005,0.345529,0.653696,0.308938,21726.811216,-0.22996,2.350223,0.117589,0.751384,0.0,0.858942,0.603724,269041.477008,232600.40825,60.0,0.363005
62658.315029,0.487054,0.512946,0.652717,0.539152,0.207501,7451.834832,0.101464,2.609206,0.2186,0.978971,0.0,0.830624,0.746916,261233.98285,194813.271375,60.0,0.452394
41048.736533,0.038331,0.961669,0.428016,0.594941,0.338941,5145.097342,-0.00998,1.50253,0.180379,0.83578,0.0,0.728537,0.928538,273466.93843,296814.128327,36.0,0.383596
30971.460376,0.481059,0.518941,0.403742,1.009156,0.295797,7611.822341,0.238383,1.867449,0.198141,0.813379,0.0,0.713362,0.618565,110232.8542,143198.514681,48.0,0.557232
45769.519686,0.430093,0.569907,0.512053,0.949879,0.208088,5255.157334,-0.187591,2.37371,0.082645,0.619242,0.0,0.489977,0.416623,330995.218465,210427.038483,60.0,0.579147
47709.968326,0.323461,0.676539,0.203583,0.48868,0.205271,15334.712503,0.161069,1.35197,0.298382,0.981893,1.0,0.691505,0.411945,352258.560991,115250.407248,48.0,0.678587
80037.883481,0.450287,0.549713,0.336232,0.82733,0.149801,30195.480651,0.206964,1.28112,0.039176,0.86724,0.0,0.959761,0.713175,341853.738109,478863.290143,48.0,0.376444
21768.659077,0.299911,0.700089,0.303717,0.941017,0.363288,7016.836493,0.220771,2.871,0.076303,0.553407,0.0,0.528465,0.564728,198847.688932,442417.972144,24.0,0.505599
43102.873843,0.474355,0.525645,0.375458,0.84378,0.437894,15162.445186,0.355881,1.725996,0.250485,0.910683,0.0,0.412645,0.980083,265977.009176,433418.645938,24.0,0.558806
74160.203303,0.119838,0.880162,0.301025,1.023014,0.239742,24094.65892,-0.214562,2.733906,0.300176,0.694236,0.0,0.945873,0.635785,392517.570496,187324.149805,24.0,0.459537
71750.09465,0.148711,0.851289,0.204148,0.68525,0.224671,23311.541431,0.151101,2.578635,0.095913,0.540047,0.0,0.867674,0.695015,310560.268614,469128.83232,48.0,0.3377
80757.092043,0.410121,0.589879,0.554013,0.729117,0.236113,19450.05302,0.2694,2.475571,0.158642,0.513675,0.0,0.431259,0.784956,274253.156116,412228.113482,36.0,0.487341
30005.64886,0.152774,0.847226,0.172038,0.562242,0.355476,9213.02276,0.154426,1.260186,0.207906,0.705158,0.0,0.963651,0.670894,356991.986856,136074.116748,36.0,0.316484
77007.645701,0.399764,0.600236,0.369423,0.518228,0.409209,29101.409701,0.319039,1.448974,0.331838,0.961556,0.0,0.788264,0.775976,368327.225374,489133.580135,36.0,0.398472
78887.315338,0.024891,0.975109,0.490255,0.497013,0.436151,5368.215033,0.09707,1.02823,0.184043,0.88668,0.0,0.956971,0.896354,228010.670247,174283.258913,36.0,0.314282
79645.254321,0.391061,0.608939,0.421209,0.48463,0.402591,19117.498458,0.396645,1.565934,0.237016,0.709165,0.0,0.645114,0.487566,158665.606915,189955.774836,60.0,0.511748
42722.830465,0.342134,0.657866,0.106708,0.486583,0.226671,11843.17119,0.180797,2.426672,0.247959,0.868052,0.0,0.553735,0.457168,79975.786639,219802.267038,36.0,0.367097
41572.626269,0.303187,0.696813,0.621462,0.861218,0.387251,89.148094,0.053179,1.761875,0.342133,0.835631,0.0,0.479343,0.935336,73982.496242,155336.333732,36.0,0.575157
84774.520587,0.438948,0.561052,0.306256,0.744775,0.166793,3962.091718,-0.269086,1.255743,0.305088,0.917402,0.0,0.848694,0.955742,156194.672785,448313.281913,48.0,0.36408
47683.152645,0.082492,0.917508,0.419329,1.017533,0.303373,17601.812453,0.145657,1.879979,0.066122,0.527284,0.0,0.509885,0.682149,115608.685315,276195.792729,24.0,0.567107
84540.475585,0.020396,0.979604,0.560869,0.71538,0.282686,28603.030583,0.306816,1.247308,0.032752,0.934087,0.0,0.508393,0.500977,232970.839736,194572.452579,36.0,0.518242
87872.051599,0.263008,0.736992,0.370672,0.449943,0.373524,23792.536022,0.321157,1.051924,0.238459,0.84032,0.0,0.636502,0.754203,383414.749027,431530.427604,36.0,0.362072
49517.488534,0.353853,0.646147,0.508432,0.575057,0.337142,6524.957527,-0.269307,2.24473,0.158586,0.973709,0.0,0.999893,0.944127,330991.377484,134314.483321,24.0,0.400208
36221.550735,0.399073,0.600927,0.455652,0.791489,0.150542,3696.972887,-0.131944,2.541755,0.139621,0.510256,0.0,0.524934,0.633102,196814.719564,351810.560495,36.0,0.454481
51813.382321,0.216179,0.783821,0.301566,0.845225,0.163325,13793.14302,0.282437,2.025306,0.171368,0.942707,0.0,0.685864,0.737834,203843.997349,397726.070266,48.0,0.419605
47557.944188,0.213009,0.786991,0.322134,0.701291,0.193996,13054.399549,-0.191451,1.990645,0.220346,0.762339,0.0,0.574422,0.662413,368450.621758,280596.773372,36.0,0.476325
66323.545297,0.150204,0.849796,0.378026,0.769548,0.301828,24335.488638,0.05939,2.021303,0.144557,0.732328,0.0,0.832186,0.887695,180855.596115,325938.511598,24.0,0.35121
64618.374256,0.089776,0.910224,0.355422,0.454139,0.409329,7693.399429,0.111046,1.909996,0.234591,0.811905,0.0,0.559045,0.980032,356257.238205,158620.528196,36.0,0.336171
88663.964088,0.129659,0.870341,0.381969,0.411645,0.250328,471.855427,0.159061,1.920326,0.141782,0.828859,0.0,0.846548,0.835547,162951.99387,421515.641429,48.0,0.319848
87235.62078,0.337551,0.662449,0.156963,0.487824,0.182965,28472.597789,0.187223,1.376442,0.009385,0.740559,0.0,0.487093,0.545068,346310.501343,440439.530252,36.0,0.320039
72729.08598,0.074083,0.925917,0.175698,0.98657,0.363798,12953.514181,0.039533,1.039256,0.157331,0.621315,0.0,0.576899,0.89767,193189.353774,220217.023516,24.0,0.424803
68481.961097,0.489743,0.510257,0.579101,0.787296,0.30292,7965.124074,0.041248,1.972202,0.206864,0.805748,0.0,0.807201,0.890014,225886.508516,380001.938086,24.0,0.478117
38688.761268,0.031755,0.968245,0.371139,0.70767,0.28328,14530.948981,-0.057265,2.395029,0.007282,0.644005,0.0,0.515321,0.606308,138915.058468,172274.984917,48.0,0.482376
79009.034359,0.3576,0.6424,0.674063,0.869947,0.248823,13174.316506,0.358838,2.305,0.126089,0.736162,0.0,0.982565,0.497215,130450.92088,370092.97054,24.0,0.52331
24682.241552,0.099742,0.900258,0.165587,0.67039,0.447943,2997.923752,-0.153397,1.094099,0.006346,0.940453,0.0,0.614226,0.495163,341502.554061,455672.137674,24.0,0.41254
40330.106596,0.056985,0.943015,0.465288,0.716137,0.447909,12661.811257,0.238562,2.54019,0.194958,0.948159,0.0,0.912045,0.924217,265458.424744,123739.649629,24.0,0.444402
47837.002985,0.228568,0.771432,0.172105,0.46883,0.321489,14966.404495,0.363168,2.64722,0.014689,0.552706,0.0,0.777956,0.922522,369735.161982,145953.66989,48.0,0.297186
72147.351749,0.249196,0.750804,0.200292,0.636429,0.390323,3549.172651,-0.158677,2.939273,0.269227,0.503294,0.0,0.900888,0.684198,157497.821984,151929.95411,48.0,0.326141
71613.390938,0.180322,0.819678,0.198547,0.88978,0.259168,6536.354821,0.261238,1.826819,0.143258,0.729377,0.0,0.911434,0.876764,183003.285683,92500.429346,36.0,0.352573
68821.930181,0.258674,0.741326,0.319897,0.661073,0.374883,11949.476829,-0.024714,1.074187,0.322882,0.575476,0.0,0.744734,0.98664,393216.005434,415609.721522,48.0,0.382352
81433.713779,0.350395,0.649605,0.569008,0.603902,0.233572,26938.388336,0.330146,2.220802,0.051402,0.701969,0.0,0.786328,0.932548,272282.291413,339638.734116,60.0,0.440387
81575.617238,0.390782,0.609218,0.228242,0.595995,0.1322,10914.586719,0.207569,2.480104,0.044102,0.995962,0.0,0.570357,0.455692,247607.189463,298961.063348,36.0,0.338462
81773.950381,0.269966,0.730034,0.640949,0.597562,0.259506,16527.319609,0.21239,2.683167,0.090915,0.75375,0.0,0.474288,0.853936,380056.631136,268469.492086,24.0,0.500029
88721.292188,0.402694,0.597306,0.467638,0.98132,0.327156,18925.623486,0.116884,1.700674,0.099587,0.892395,0.0,0.828913,0.80346,302879.332814,298259.991927,36.0,0.44129
53733.88688,0.096278,0.903722,0.395301,0.49526,0.260478,8856.482692,-0.235426,1.849773,0.045522,0.607392,0.0,0.446844,0.806093,196936.260611,314766.749426,60.0,0.436453
58822.783324,0.318231,0.681769,0.547862,1.016083,0.361467,9809.813267,-0.18601,2.011572,0.169668,0.728856,0.0,0.980819,0.707911,239907.976241,371677.696178,60.0,0.488982
70987.222953,0.472035,0.527965,0.718684,0.79104,0.254845,3431.988831,0.100235,1.080564,0.053657,0.685734,0.0,0.994612,0.581956,225214.683782,412305.55445,36.0,0.522467
46631.77262,0.46841,0.53159,0.284263,0.519,0.364088,38.904957,0.083276,1.135129,0.015639,0.740588,0.0,0.585821,0.671425,174859.904242,238468.364772,36.0,0.423647
52857.289595,0.230468,0.769532,0.391899,0.963125,0.227321,16910.349793,0.165152,1.819257,0.081488,0.697699,0.0,0.724597,0.974848,362614.676138,389083.37367,24.0,0.466413
68040.646962,0.285997,0.714003,0.559809,0.764679,0.160848,15223.491189,-0.165301,2.237408,0.201899,0.526437,0.0,0.742147,0.513638,221784.135333,456682.997702,24.0,0.505721
54889.457736,0.481188,0.518812,0.233773,0.939299,0.396843,12724.534484,-0.240746,2.067088,0.112151,0.794447,0.0,0.694884,0.960309,175585.228716,155813.362407,24.0,0.470614
38803.682652,0.128589,0.871411,0.164567,0.509301,0.167531,3966.58268,-0.23726,1.613588,0.142547,0.584596,0.0,0.768685,0.595174,69238.205422,104570.748546,60.0,0.245019
25684.541285,0.446506,0.553494,0.712025,0.984676,0.13712,2461.842361,0.117903,1.472982,0.178017,0.752211,0.0,0.969614,0.561573,168234.391496,312310.855917,24.0,0.526999
45562.034231,0.11687,0.88313,0.274954,1.026259,0.342782,4489.064957,0.088295,2.570428,0.106614,0.703373,0.0,0.450345,0.781479,129175.348328,486522.835343,48.0,0.481732
27614.124892,0.122581,0.877419,0.724879,0.760849,0.133791,8976.178045,0.37278,2.24146,0.228571,0.583691,0.0,0.436105,0.953086,152922.999436,185373.362099,60.0,0.593248
78182.900454,0.106377,0.893623,0.282852,0.504921,0.296249,2187.095329,-0.237199,2.396859,0.290674,0.862537,0.0,0.999293,0.926968,131689.05994,292024.504856,48.0,0.307121
85905.634952,0.317585,0.682415,0.56004,0.577459,0.338551,11052.215285,-0.152563,2.917985,0.11496,0.957009,0.0,0.480235,0.953355,266987.495139,81797.284026,24.0,0.498313
45987.22746,0.447634,0.552366,0.595602,0.749785,0.379811,11940.073632,-0.245734,1.061895,0.291229,0.835807,0.0,0.803348,0.611797,336345.624089,427536.070738,48.0,0.524308
77935.934459,0.405935,0.594065,0.181097,0.640812,0.183687,291.8951,0.220201,2.516842,0.238194,0.854599,0.0,0.514907,0.889768,272580.429786,419534.087639,36.0,0.343296
52035.650369,0.1815,0.8185,0.68793,0.859529,0.188998,4081.401542,0.274786,1.792172,0.304471,0.784551,0.0,0.696407,0.731071,284345.063204,317596.960085,36.0,0.48611
24618.479617,0.032525,0.967475,0.470437,0.548177,0.292616,7703.148945,-0.165704,2.355957,0.347183,0.846493,0.0,0.719765,0.551753,250439.432265,270648.971951,60.0,0.45228
85730.566783,0.025931,0.974069,0.381156,1.046819,0.210432,23324.663024,0.026611,1.722944,0.265658,0.941901,0.0,0.534729,0.56676,202821.103491,268521.828747,24.0,0.502666
40102.93615,0.440049,0.559951,0.743672,0.546658,0.347551,15363.846821,0.341897,1.393754,0.115229,0.531422,0.0,0.775177,0.416724,206862.640789,90089.882529,48.0,0.585659
33536.517457,0.236788,0.763212,0.641136,0.934062,0.291493,3175.823233,-0.248962,2.199929,0.153485,0.547835,0.0,0.667874,0.474896,391338.696783,465020.038739,60.0,0.548222
78576.910846,0.032514,0.967486,0.697425,0.687247,0.219485,19681.479824,-0.253947,2.355129,0.19574,0.647458,0.0,0.628873,0.457498,315667.541621,177907.033288,24.0,0.525021
49815.681984,0.214053,0.785947,0.165831,0.823099,0.343006,517.526734,0.062049,2.175627,0.037802,0.506144,0.0,0.82798,0.755732,345865.017219,459835.396564,36.0,0.34763
34221.457665,0.210504,0.789496,0.389006,0.558049,0.383018,828.038581,-0.081833,1.871696,0.335909,0.877187,0.0,0.586713,0.931133,323668.525886,141911.806294,48.0,0.430332
36829.795857,0.485136,0.514864,0.52749,0.49399,0.198338,12068.148672,0.091615,1.109215,0.120336,0.988255,0.0,0.784333,0.520757,83257.283689,159529.340271,60.0,0.464383
